Temperature_C,Humidity_Percent,CO_ppm
37.8,43.9,86.74
37.77,44.2,91.47
37.92,44.5,92.22
37.97,44.2,89.98
37.55,43.3,88.08
38.17,45.5,88.95
37.64,43.9,89.29
38.43,44.4,91.12
38.23,43.5,90.25
38.55,43.9,88.7
37.95,44.0,94.12
38.44,43.7,91.83
38.52,44.2,88.95
38.53,43.0,91.41
38.21,43.3,92.18
38.37,43.4,90.44
38.68,43.4,94.96
38.49,43.2,92.56
38.31,42.5,91.51
38.71,44.3,93.39
38.9,43.8,94.01
39.1,43.0,92.81
38.87,42.6,93.19
38.82,43.0,95.81
39.0,43.3,90.08
39.22,43.0,91.38
39.18,41.6,95.32
38.54,42.9,99.25
39.06,43.9,95.73
38.88,43.0,97.95
39.57,42.3,94.67
39.27,42.9,94.23
38.78,42.0,94.33
39.13,42.3,97.74
39.26,43.1,92.77
39.27,42.9,94.83
39.27,43.6,95.23
39.46,41.7,94.14
39.39,42.8,94.69
39.71,42.1,97.45
39.24,42.5,96.77
39.1,42.2,97.77
39.5,43.0,97.71
39.85,42.9,95.33
39.76,42.2,98.36
39.79,42.3,95.48
40.08,42.0,96.32
39.72,42.0,95.95
40.13,40.9,96.23
40.25,41.5,98.64
39.81,41.5,96.82
39.79,41.5,96.39
39.89,40.6,100.77
40.51,42.1,98.95
39.97,41.9,98.07
40.08,41.9,97.06
40.17,41.2,96.6
40.12,41.7,98.22
40.0,40.2,96.48
40.41,40.8,100.82
40.46,41.2,99.29
40.19,39.6,103.06
40.38,40.6,101.27
40.66,41.1,98.91
40.14,40.3,96.91
40.37,41.4,101.77
40.12,41.1,98.21
40.58,40.9,100.33
40.72,40.6,105.23
40.72,41.0,102.13
40.6,40.6,102.48
40.59,41.5,104.54
40.57,39.6,103.88
41.12,40.9,104.57
41.0,40.8,102.08
41.01,40.9,102.44
40.67,40.7,101.59
40.78,40.3,102.25
41.24,39.7,103.86
41.54,40.7,99.65
41.05,40.4,102.16
41.05,40.3,106.43
41.47,40.2,105.05
40.97,40.3,105.61
41.37,40.7,104.45
41.82,39.5,100.89
41.42,40.0,104.5
41.56,39.2,106.6
41.67,39.0,103.7
41.78,40.0,106.11
41.57,40.0,102.33
41.65,39.2,105.94
41.68,39.8,107.56
41.54,38.9,106.14
41.68,39.0,111.13
41.95,39.1,105.71
42.12,39.1,106.34
41.68,39.4,107.17
41.45,39.3,104.93
41.81,38.5,104.08
42.65,39.6,104.49
42.15,38.6,109.22
42.23,40.0,107.62
42.12,38.9,111.22
42.33,39.6,106.36
41.96,40.2,110.17
42.17,39.4,108.55
42.26,39.5,106.91
42.25,38.5,106.93
42.27,39.0,105.62
42.5,39.3,110.45
42.42,37.9,111.68
42.99,39.3,107.2
42.48,38.4,108.97
42.63,39.0,109.04
42.37,38.8,111.54
42.37,38.5,108.92
42.98,37.6,112.96
42.81,38.7,110.87
42.84,38.7,108.04
42.79,38.4,109.67
42.7,38.1,110.49
42.76,38.0,112.12
42.69,36.9,110.34
42.82,38.3,112.3
43.22,38.0,110.98
42.96,38.2,111.37
43.18,37.9,109.97
43.46,37.1,109.93
43.26,38.0,116.22
43.03,38.5,111.2
43.58,37.3,112.45
43.26,36.2,114.81
43.48,37.1,114.95
43.88,37.7,117.48
43.81,38.3,114.29
43.63,36.5,112.86
43.57,36.4,117.42
43.75,37.2,116.36
44.01,37.4,114.19
43.19,36.2,114.46
43.73,37.2,114.94
43.48,37.8,114.18
43.84,37.6,112.11
43.99,38.0,117.3
44.55,35.1,115.36
43.99,36.2,115.93
43.69,37.1,120.21
44.01,35.9,114.36
44.27,36.8,117.1
43.98,36.3,114.76
44.39,36.8,116.37
44.28,36.9,117.19
44.2,35.9,117.54
44.12,37.3,120.05
44.54,36.5,116.44
45.32,36.0,119.8
44.43,35.9,120.92
44.61,36.2,117.35
44.79,35.7,117.46
44.66,37.2,116.16
44.68,35.8,117.88
44.71,36.4,115.71
44.1,36.1,120.8
44.79,35.9,114.78
44.64,35.7,117.31
44.84,35.5,120.04
45.05,35.9,122.31
44.85,36.1,116.68
45.24,34.9,120.39
44.35,36.1,119.1
44.89,35.8,121.63
44.8,36.1,121.0
45.2,34.6,122.34
24.19,61.6,30.63
24.25,61.1,31.04
24.05,61.2,30.82
24.01,61.1,30.79
23.94,61.4,30.6
23.98,61.8,31.14
24.54,61.4,30.34
24.29,61.3,30.35
23.9,60.9,29.55
23.9,61.6,31.03
24.17,61.2,30.46
24.18,61.4,31.97
24.18,61.3,30.3
24.06,61.7,30.54
24.08,61.4,30.77
24.15,61.4,29.95
24.11,61.5,30.68
23.77,62.0,30.52
24.07,61.7,30.35
23.97,61.4,31.09
24.13,61.4,30.05
24.55,61.2,30.64
24.16,61.1,31.23
24.05,61.2,30.15
24.24,61.2,30.35
24.17,61.6,31.67
24.16,61.1,30.74
24.19,61.8,30.25
24.41,61.6,30.9
23.93,61.4,30.22
24.17,61.4,29.72
23.96,61.2,31.19
24.18,61.5,29.95
23.96,61.7,31.73
24.04,61.2,30.26
24.06,60.9,31.57
24.25,61.6,29.82
24.24,61.5,31.01
23.91,61.1,30.75
24.11,61.2,30.92
23.99,61.1,30.98
23.91,61.2,30.25
24.07,61.3,29.85
24.05,61.3,30.47
24.46,61.2,30.61
24.16,61.2,30.26
23.89,61.3,30.64
24.02,61.5,30.66
24.25,61.3,30.04
24.41,61.7,30.7
23.86,61.6,30.37
23.82,60.9,30.15
24.38,61.6,30.89
24.16,61.6,30.11
23.97,61.3,30.27
24.18,61.0,30.54
23.7,61.4,31.19
24.1,61.4,30.6
24.15,61.1,30.76
24.24,61.0,30.35
23.95,61.4,30.46
24.11,61.3,30.48
23.96,61.3,30.65
24.14,61.4,30.35
23.97,61.1,31.17
24.04,61.3,30.31
23.95,61.6,29.65
24.2,61.3,31.87
24.23,60.9,30.34
24.06,61.3,31.16
24.11,61.1,31.2
23.88,61.5,30.97
24.06,61.5,30.4
24.09,60.9,30.64
24.49,61.6,29.86
23.93,61.1,31.5
24.32,61.9,30.07
24.25,61.4,30.37
24.14,61.0,30.55
24.36,61.1,30.45
24.16,61.5,30.17
24.16,61.3,31.2
24.09,61.4,30.98
24.28,61.9,30.66
24.26,61.2,30.3
24.01,61.4,31.03
23.9,61.8,30.27
24.07,61.5,31.29
23.98,60.9,30.56
24.09,61.6,31.11
24.29,61.1,30.44
24.03,61.8,30.54
24.09,61.2,31.11
24.11,62.3,31.6
24.23,61.8,31.28
23.76,61.2,30.94
24.01,61.4,30.79
24.13,61.6,30.25
24.28,61.6,30.65
24.03,61.5,30.04
23.82,61.8,30.69
24.19,61.4,30.72
24.0,61.3,29.52
23.92,61.3,30.52
24.01,61.7,30.71
24.07,61.5,30.46
24.01,61.5,30.68
23.77,61.6,29.83
24.23,60.8,30.11
24.29,61.5,31.02
24.2,61.5,30.5
23.93,61.9,30.67
24.07,60.9,30.23
24.1,61.9,30.51
24.19,61.4,29.35
24.2,61.5,30.92
23.99,61.9,31.4
24.11,61.6,29.97
24.17,61.5,30.03
24.32,61.5,30.72
24.21,61.3,31.24
24.22,61.4,30.5
24.11,61.2,29.89
24.31,61.4,30.4
24.16,60.7,29.99
23.97,61.5,30.17
24.31,61.4,30.35
24.2,61.3,30.04
24.03,61.5,30.11
24.03,61.0,30.54
24.14,62.0,30.61
24.17,61.4,29.79
24.13,61.4,30.7
24.15,61.1,30.31
24.35,61.4,30.86
24.26,61.8,30.89
24.13,61.7,30.23
24.24,61.7,30.81
23.95,61.6,30.08
24.16,61.3,31.16
24.37,61.0,30.1
24.07,61.3,30.68
23.97,61.3,30.41
24.0,61.7,29.99
23.94,61.5,30.95
23.98,61.9,30.19
24.04,61.8,29.65
23.89,61.3,29.06
24.1,60.9,30.06
24.24,61.8,31.19
23.96,61.8,31.13
24.33,61.0,30.14
24.18,61.9,30.31
24.25,61.5,30.27
24.0,61.4,29.83
24.23,61.9,30.03
23.94,61.8,30.99
24.23,61.6,30.75
24.13,61.5,30.64
24.18,61.6,29.83
23.92,61.3,30.55
23.97,61.4,29.35
24.19,61.1,30.92
23.96,61.3,30.63
24.17,61.3,29.83
23.89,61.2,31.31
24.23,61.4,29.6
23.92,61.3,30.77
24.18,61.6,30.78
24.19,60.9,29.88
24.0,61.4,30.48
24.19,61.4,29.68
24.14,61.3,29.08
24.02,61.3,29.97
23.95,60.9,30.19
23.81,61.5,30.82
24.15,61.6,30.53
23.87,61.5,30.55
24.11,61.7,29.99
24.06,61.5,30.23
24.2,61.5,30.04
24.05,61.4,29.89
24.05,61.6,30.2
24.21,60.9,30.54
24.15,61.1,30.21
24.15,61.9,30.34
24.17,60.7,30.85
23.87,61.4,30.25
24.21,61.8,29.83
24.19,61.4,30.78
23.95,61.3,30.63
24.06,61.4,30.66
24.09,61.3,30.81
24.08,61.4,30.73
24.15,61.2,30.51
24.31,61.7,31.7
24.26,61.8,29.86
23.9,61.4,30.21
24.19,61.0,30.98
24.3,61.2,30.57
24.16,61.3,30.88
24.26,61.6,30.58
24.4,61.1,31.19
24.25,61.2,30.0
24.14,61.6,31.17
24.26,61.7,31.09
24.12,61.2,29.89
24.1,61.0,30.82
24.05,62.4,30.48
24.33,61.6,30.2
23.98,61.3,29.56
24.33,61.7,29.99
24.17,61.4,30.85
23.89,61.7,30.91
24.16,61.4,30.39
23.78,61.4,30.91
24.19,61.4,30.97
24.23,61.0,30.58
24.01,62.0,30.14
24.12,61.1,30.72
24.39,61.0,30.74
24.02,61.3,30.84
23.94,61.1,30.93
24.32,61.4,29.82
24.39,61.6,30.25
24.1,61.7,29.55
24.25,61.6,30.87
24.3,61.3,30.39
23.99,61.4,30.72
24.03,61.5,29.76
24.28,60.9,31.2
24.35,61.6,29.9
24.18,61.0,30.89
23.97,62.0,30.56
24.4,61.3,30.41
24.02,61.3,30.36
24.05,61.2,30.18
24.15,61.2,31.15
24.33,62.1,30.51
24.23,61.7,29.87
24.16,60.9,30.31
24.17,61.9,30.56
24.11,61.8,30.95
24.18,61.3,30.2
23.72,61.5,30.23
24.06,61.4,30.51
24.14,62.0,30.94
23.93,61.2,29.82
24.16,61.4,30.75
24.07,61.3,30.27
24.36,61.0,30.34
24.34,62.1,31.5
24.03,61.0,30.4
24.08,61.5,30.88
24.09,60.9,30.86
24.03,61.3,29.91
24.13,61.5,29.58
23.99,61.2,30.91
23.93,61.6,29.96
24.19,61.3,29.67
24.19,61.7,31.01
23.98,61.8,29.99
24.23,61.2,30.11
24.01,61.4,31.49
24.14,61.5,29.67
24.22,61.6,29.87
24.09,61.4,30.27
24.17,61.5,30.38
24.02,61.3,30.05
24.07,61.4,29.92
24.07,61.8,31.25
23.99,61.6,30.63
24.07,61.6,30.79
23.87,61.6,30.43
24.03,61.4,30.64
24.06,61.5,30.97
24.06,61.1,30.0
24.06,61.8,30.63
24.09,60.6,30.85
24.17,61.4,31.27
24.23,61.7,31.47
24.0,61.0,30.53
23.92,61.5,31.07
23.94,61.2,29.16
24.03,61.3,31.28
24.05,61.7,30.14
23.98,61.5,30.38
23.91,60.8,30.72
24.03,61.1,30.42
24.13,61.7,30.6
24.19,61.5,31.29
24.02,61.9,30.31
24.04,61.9,29.96
23.96,61.3,31.41
24.1,62.2,30.76
23.97,61.4,31.46
24.19,61.1,30.93
23.83,61.2,29.84
24.05,60.7,30.82
24.15,61.9,30.01
24.13,61.9,30.5
24.5,61.1,30.46
24.15,61.3,29.69
23.95,61.4,30.09
24.09,61.1,31.6
23.83,60.9,30.62
24.09,61.3,30.41
23.98,61.3,31.41
24.24,61.3,30.3
24.02,61.5,30.45
24.08,61.8,31.0
24.0,61.3,30.3
24.36,61.5,30.13
24.05,61.6,29.37
24.37,61.6,30.03
24.22,61.2,30.03
24.17,61.4,30.58
24.16,61.6,30.19
24.16,61.1,31.58
23.81,61.8,29.97
24.06,61.8,31.2
24.23,61.2,30.61
24.09,61.5,30.9
23.89,61.6,30.87
24.09,61.2,29.39
24.36,61.5,30.49
24.29,61.4,30.37
24.09,61.0,29.93
24.24,61.5,30.73
24.05,61.1,31.36
23.84,61.7,29.16
23.96,61.2,30.23
24.33,61.4,29.88
24.06,61.8,30.54
24.06,61.5,30.34
24.06,61.1,30.2
24.39,61.1,30.84
24.34,61.2,31.32
24.43,61.5,31.83
24.08,61.5,30.13
24.14,61.1,29.59
23.87,61.0,30.78
24.32,61.5,31.31
23.92,61.3,30.91
24.13,62.0,31.3
23.94,61.4,30.39
24.01,61.9,30.2
23.97,61.0,30.56
24.01,60.9,30.33
24.02,61.1,30.83
24.02,61.8,30.98
24.23,61.9,31.02
23.93,61.2,30.76
24.13,61.3,30.62
24.28,61.0,30.9
24.02,60.9,29.52
23.99,61.6,30.61
24.07,61.5,30.53
24.28,61.4,30.61
24.13,61.0,30.46
24.02,61.9,30.72
24.17,61.2,30.21
23.93,61.6,31.06
24.2,61.0,30.74
24.16,61.3,30.58
24.05,61.5,30.15
23.97,61.5,30.91
23.97,61.4,30.6
24.18,61.5,30.12
24.28,61.1,30.47
24.0,61.5,30.81
24.17,61.4,30.78
23.79,61.5,30.74
24.01,61.4,30.55
24.1,61.0,31.01
23.96,61.0,31.12
23.96,60.7,30.87
24.0,61.6,30.21
24.14,61.6,29.97
24.07,61.7,30.23
23.76,61.5,31.48
23.78,60.8,30.64
24.01,61.1,31.56
24.17,61.5,30.44
23.69,61.4,30.37
24.03,61.3,30.46
24.02,61.5,30.45
24.31,61.4,30.11
24.04,61.4,29.93
24.16,61.2,30.75
24.12,61.7,31.03
23.78,61.3,31.72
24.22,61.0,30.28
24.13,61.2,30.32
24.18,61.3,30.11
24.69,61.7,31.06
23.79,61.4,30.91
24.36,61.3,30.06
24.06,61.0,30.05
24.14,61.6,30.98
24.09,61.2,30.69
24.04,61.4,30.88
24.01,61.8,30.06
24.15,61.6,29.56
23.87,60.9,30.06
24.21,60.9,30.84
24.04,61.4,31.56
23.93,61.0,30.29
24.03,61.6,31.64
24.29,61.4,30.91
24.02,61.4,29.8
24.15,61.2,30.61
23.99,61.9,30.93
24.21,62.3,29.29
24.2,61.3,30.82
24.38,61.5,31.09
24.07,61.4,30.7
24.2,61.3,30.47
24.11,61.2,30.41
24.29,61.1,30.38
23.99,61.1,29.91
24.21,61.5,30.16
24.07,61.2,30.29
24.09,60.6,30.56
24.11,61.5,30.22
24.14,61.4,30.07
24.08,61.8,30.88
24.13,61.5,30.69
24.34,61.0,30.23
24.25,60.7,30.75
24.23,61.2,30.27
24.03,61.2,30.53
23.97,61.7,30.99
24.24,61.4,30.2
24.23,61.7,29.91
24.32,61.0,30.43
24.01,61.7,29.82
24.07,61.6,30.36
23.85,60.8,30.36
24.04,61.8,29.27
24.25,61.4,30.77
24.03,61.5,30.41
24.2,61.1,31.09
24.07,61.8,30.61
24.15,61.0,30.87
23.93,61.6,31.1
24.11,61.6,30.43
23.65,61.1,30.5
24.07,62.0,29.71
23.86,61.5,31.12
24.28,61.6,30.43
24.22,60.9,30.0
24.17,62.0,30.87
24.33,61.0,29.41
23.96,61.7,30.29
24.36,61.1,30.95
24.24,61.2,30.28
24.06,61.6,30.14
24.27,61.7,30.29
23.93,61.0,29.5
23.98,61.7,30.86
24.01,61.7,30.44
24.02,61.1,30.36
23.94,61.9,30.37
24.28,61.0,30.51
24.06,61.2,30.83
24.15,61.5,30.47
24.01,61.1,29.82
23.83,61.5,30.79
24.14,61.5,30.75
23.81,61.3,30.6
24.09,61.6,31.04
23.89,61.3,30.52
24.4,61.5,31.06
24.24,61.7,31.2
24.12,61.6,30.79
24.29,61.6,30.13
23.97,61.1,30.43
24.18,61.6,31.12
24.13,61.1,29.75
24.14,61.0,30.3
24.29,61.4,30.33
24.21,61.1,30.07
24.14,61.6,30.94
23.85,61.6,30.69
23.96,60.8,30.14
24.08,61.2,30.8
24.11,61.0,30.42
23.93,61.3,30.05
24.46,61.5,30.14
24.33,61.3,30.72
24.19,61.2,30.97
24.11,61.8,30.26
24.07,60.7,30.77
23.96,61.8,31.29
24.11,61.2,29.87
24.14,61.4,30.68
23.91,61.2,30.92
24.15,61.9,30.45
24.08,61.0,31.12
23.81,61.4,31.6
23.97,61.6,30.67
24.04,60.9,30.38
24.38,61.1,30.99
24.18,61.4,30.92
23.9,61.1,29.24
24.17,61.2,30.5
23.87,61.3,30.3
24.26,61.6,30.7
24.03,61.3,30.4
24.09,61.7,30.46
24.3,61.1,30.07
23.91,61.0,30.87
23.89,62.0,31.33
24.01,61.2,30.08
24.26,61.0,29.8
23.87,60.9,30.51
23.68,61.7,30.49
24.03,61.3,31.09
24.18,61.3,29.89
24.28,61.4,30.23
24.03,61.7,29.43
24.04,61.3,31.19
24.27,62.1,30.63
23.82,61.4,30.27
24.04,61.7,29.84
24.13,61.6,29.88
24.17,61.4,30.71
24.02,61.2,29.95
24.11,61.5,30.55
23.73,61.6,31.52
24.0,61.2,30.33
24.17,61.4,30.02
23.95,61.8,30.69
24.11,62.0,29.89
24.17,61.7,31.36
24.05,62.0,31.2
24.13,61.2,30.42
23.96,61.6,30.05
24.07,61.8,30.29
24.19,61.1,30.35
24.12,61.3,30.69
24.01,61.9,31.02
24.13,61.1,29.98
24.21,61.0,31.01
23.79,61.9,30.81
24.27,61.8,30.25
24.05,61.5,29.96
24.16,61.4,30.56
24.28,61.3,29.97
23.89,61.5,31.01
23.99,61.9,29.94
24.06,61.5,30.77
23.98,62.1,30.46
24.36,61.1,30.22
23.97,61.4,30.45
24.02,61.3,31.04
24.13,61.1,29.9
23.92,61.4,30.29
24.04,61.5,30.12
24.15,61.6,30.48
24.05,62.1,30.16
24.09,61.5,29.62
24.02,61.7,29.97
23.87,61.4,31.32
24.15,61.9,30.62
24.36,62.1,30.61
24.1,61.6,30.36
24.13,61.1,30.47
24.2,61.2,30.29
23.91,61.5,30.76
24.36,61.5,30.55
24.13,61.6,29.91
24.34,61.5,30.63
23.99,61.4,29.27
24.37,61.2,30.71
24.22,61.5,29.8
24.18,62.0,30.45
24.14,61.7,29.9
24.06,61.6,30.5
24.28,61.7,30.79
24.12,61.3,31.25
23.8,61.2,29.73
23.93,61.2,30.99
24.07,61.4,30.57
24.15,61.3,30.27
24.09,61.8,30.88
24.28,61.3,30.38
23.81,61.2,30.86
24.12,62.0,30.0
23.83,61.3,30.18
24.21,61.4,30.97
24.09,61.5,31.24
24.16,61.1,30.48
23.97,61.8,29.11
24.29,61.6,30.4
24.26,61.9,30.52
24.19,61.2,30.38
24.08,61.4,30.67
24.19,61.4,30.26
23.99,61.5,30.92
24.23,61.0,29.92
24.35,61.4,31.12
24.26,61.0,31.28
23.99,61.5,30.04
24.15,60.8,30.04
23.91,60.8,30.71
24.19,61.6,29.91
24.17,61.2,30.25
23.82,61.1,31.05
23.93,61.8,30.87
24.06,61.5,31.49
24.05,61.7,30.59
23.92,61.4,30.19
24.16,62.2,30.53
24.14,61.2,30.42
24.07,61.9,30.43
23.99,61.4,30.49
24.26,60.9,30.03
24.35,61.5,30.64
24.03,61.5,29.8
24.01,61.1,30.14
24.17,61.1,30.44
24.05,61.4,29.37
24.08,61.5,30.88
24.21,60.7,29.47
23.81,61.7,30.83
24.3,61.3,29.85
24.11,61.0,30.3
24.04,61.7,30.76
24.09,61.4,31.6
24.09,61.8,30.56
23.84,61.5,29.51
24.32,61.4,30.98
24.11,61.4,30.38
24.17,61.5,30.53
24.24,61.3,30.78
23.95,61.1,29.39
24.17,61.6,30.5
24.06,61.4,30.3
24.23,61.4,31.11
23.78,61.7,30.86
24.09,61.4,29.69
24.01,61.4,31.13
24.16,61.2,30.72
24.17,61.5,29.73
23.99,61.5,30.53
23.99,61.7,31.02
24.08,61.2,29.89
23.97,61.3,31.19
24.23,61.6,29.74
24.04,61.5,30.1
23.66,61.1,30.03
24.04,61.8,31.19
23.94,60.9,30.25
23.86,61.6,29.92
23.91,61.0,30.72
24.12,62.0,30.83
24.3,60.9,30.83
24.15,61.7,30.36
24.01,61.4,30.63
24.17,61.3,30.17
24.03,61.5,31.34
24.0,61.6,31.07
23.93,61.1,31.04
23.84,61.2,30.9
24.04,61.6,30.76
24.12,60.9,29.88
24.09,61.2,30.82
24.04,62.3,30.56
23.96,61.1,31.13
24.19,61.7,30.9
23.9,61.2,30.78
24.22,61.6,29.66
23.95,61.6,30.46
23.99,61.7,30.22
23.88,61.3,30.63
24.02,62.0,30.29
24.25,61.2,30.36
24.18,61.5,30.73
24.25,61.5,30.28
24.18,61.1,30.56
23.93,61.3,29.74
24.05,61.4,30.08
23.98,61.3,30.83
24.3,62.1,29.88
23.92,61.1,31.12
24.23,61.8,30.99
24.23,61.7,30.37
24.37,61.4,32.0
24.04,61.1,31.12
24.21,61.2,30.03
24.44,61.2,30.87
24.01,60.9,30.53
23.87,61.1,30.11
23.82,61.0,29.97
24.21,61.8,31.0
23.82,61.6,30.2
24.04,61.6,30.45
24.17,61.6,30.04
24.13,61.5,30.13
24.16,61.8,30.44
24.13,61.2,30.69
24.29,61.4,29.21
23.96,61.6,30.51
24.0,61.0,30.13
23.98,62.3,31.2
24.22,61.4,31.97
24.24,61.4,30.32
24.17,61.8,29.64
24.28,61.7,30.56
23.92,61.4,30.4
24.35,61.4,31.49
24.33,60.9,31.33
24.21,61.2,30.93
24.37,61.6,30.21
23.85,61.5,30.84
24.02,61.8,30.63
23.99,61.4,30.62
24.21,61.0,29.72
23.94,61.7,31.03
24.21,61.8,30.55
24.31,61.7,30.45
24.2,61.4,30.2
24.14,61.7,30.1
23.95,62.4,30.66
23.97,61.4,29.63
24.29,61.0,30.89
24.22,61.2,29.97
24.09,61.6,29.47
24.04,60.9,31.41
23.8,61.5,30.07
23.94,61.5,30.14
24.39,61.9,31.07
23.91,61.8,31.43
24.13,61.7,29.73
24.25,60.8,30.02
23.91,61.7,30.06
24.13,61.6,30.97
24.24,61.5,31.32
24.1,60.9,29.96
24.53,61.2,31.21
23.85,61.0,30.15
24.26,60.8,30.67
24.07,61.4,29.86
24.22,61.2,30.44
24.17,62.2,30.44
23.99,61.3,30.34
24.13,61.8,30.69
23.82,60.9,30.0
24.19,61.2,30.06
24.14,61.4,30.72
24.2,61.1,31.17
24.26,61.3,30.49
24.16,61.3,30.75
24.12,61.3,30.88
23.97,62.0,30.92
23.99,61.5,30.02
24.28,61.5,30.11
24.32,61.6,30.15
24.06,61.6,31.46
24.11,61.4,30.75
23.96,61.3,30.73
24.28,61.5,30.68
24.2,61.7,29.84
24.39,61.7,31.47
23.97,61.3,30.74
24.04,61.6,30.86
24.13,61.3,29.62
24.2,61.4,30.89
24.07,61.3,30.32
23.97,61.3,29.84
24.23,61.8,30.02
24.21,61.4,29.87
23.96,61.4,29.86
24.3,61.0,30.53
24.28,61.3,30.31
24.12,61.3,30.67
24.11,61.2,31.34
24.18,61.4,30.44
23.97,61.3,29.38
24.1,61.4,30.38
23.78,61.4,31.1
24.23,61.1,30.46
23.87,61.3,31.26
24.33,61.4,30.73
24.05,61.8,29.58
24.07,61.5,30.55
24.01,61.2,30.65
24.06,61.5,31.04
24.31,61.9,31.41
23.73,61.7,30.95
24.29,61.6,30.72
24.15,61.6,30.84
23.92,61.8,30.42
23.94,61.7,29.77
24.35,61.6,30.52
23.96,61.7,30.68
23.93,61.1,29.9
24.27,60.9,31.16
24.15,61.4,31.0
23.96,61.4,29.81
24.13,61.2,31.18
23.95,61.6,30.35
24.27,60.8,30.11
24.26,61.2,31.04
24.18,61.3,30.47
24.15,60.9,31.45
24.36,61.8,30.07
24.1,61.0,29.63
23.92,61.2,30.36
24.17,61.7,30.89
24.41,61.6,30.04
23.95,61.1,29.83
24.05,61.6,30.61
24.16,61.5,29.77
24.09,62.1,30.65
23.95,61.5,30.33
24.27,61.4,30.75
24.45,61.1,29.81
24.13,61.2,31.15
23.96,61.2,30.41
23.87,61.8,30.88
24.14,61.4,30.98
24.27,61.6,29.92
24.17,61.9,30.94
24.1,60.7,29.79
24.01,61.8,29.81
23.94,61.4,31.48
24.23,61.5,31.06
24.24,61.2,31.54
23.87,61.2,30.31
24.34,61.5,30.55
24.19,62.1,30.76
24.31,61.7,30.49
23.9,61.8,30.13
23.9,61.3,30.05
24.08,61.2,30.61
24.18,61.2,29.97
24.37,61.3,29.95
24.21,60.8,30.7
24.06,61.2,30.45
23.95,61.2,30.97
24.28,61.3,30.29
23.96,61.4,30.21
24.34,61.5,30.71
24.06,61.4,30.09
24.34,61.2,30.17
24.2,60.8,30.19
24.08,61.2,30.4
24.02,61.1,31.39
24.05,61.5,29.81
24.16,61.7,31.15
24.11,61.7,30.87
24.01,61.6,31.28
24.08,61.4,32.07
24.11,61.2,31.22
23.78,61.2,30.96
24.17,60.9,29.84
23.95,61.7,29.91
23.93,61.3,30.68
23.85,61.0,29.65
23.83,61.2,30.81
23.9,61.1,29.43
23.99,61.4,31.08
24.39,61.7,30.34
24.02,61.3,30.56
24.13,60.7,30.13
24.16,61.3,29.55
24.12,61.4,31.12
24.09,61.3,31.17
23.92,61.2,30.32
24.32,61.5,30.83
24.37,61.4,30.3
23.85,61.4,30.64
23.95,61.5,30.88
24.06,61.3,30.78
23.96,61.3,31.17
24.18,61.8,30.76
23.99,61.6,30.51
24.42,61.6,30.12
24.28,61.8,30.26
24.13,61.6,30.91
24.25,61.7,29.75
24.27,60.9,31.05
24.02,61.5,30.36
23.98,61.3,30.09
24.11,61.9,29.95
24.23,61.7,30.84
24.12,61.2,30.49
23.86,61.5,31.29
23.98,61.5,29.87
24.09,61.5,30.21
24.09,61.1,30.45
24.4,61.5,30.12
23.89,61.3,30.5
24.18,61.5,30.66
24.32,61.2,30.74
24.44,61.2,31.25
24.04,61.8,29.85
24.17,61.1,30.67
24.19,61.1,30.18
24.13,61.4,30.72
24.09,61.2,30.72
24.17,61.1,30.01
23.72,61.4,30.05
24.2,60.9,30.76
24.12,61.1,30.51
24.07,62.0,30.39
24.41,61.5,30.83
24.0,61.2,30.87
24.04,61.5,30.24
24.4,61.6,30.07
23.98,61.7,29.87
24.02,61.4,30.52
24.08,61.7,29.79
24.23,60.8,30.55
24.13,61.1,31.11
23.91,61.4,30.32
24.02,61.5,30.23
24.01,61.1,31.5
24.09,61.5,31.25
24.16,61.2,30.12
24.16,61.3,30.57
23.83,61.7,30.66
24.26,61.7,30.6
24.14,61.1,31.41
24.31,61.1,30.54
24.17,61.3,30.62
24.27,61.4,30.84
24.17,61.2,31.09
24.3,61.7,30.97
24.18,61.5,30.77
24.09,61.5,29.72
24.44,61.0,30.26
24.23,61.8,30.91
24.19,60.6,30.63
23.91,61.7,30.91
23.91,61.7,31.44
24.14,61.3,29.91
24.12,61.8,31.07
24.01,61.4,30.33
24.12,61.4,30.97
24.34,61.5,30.48
24.2,62.4,31.56
23.93,61.8,30.57
24.08,61.6,30.18
23.98,61.1,30.71
24.04,61.4,30.66
24.04,61.2,31.07
24.03,61.6,30.72
23.91,61.4,31.74
24.08,61.1,30.44
24.02,61.4,30.45
23.66,61.1,30.2
24.41,61.4,30.54
24.26,61.1,30.62
24.04,61.4,30.64
24.1,61.6,30.53
23.92,61.4,30.2
24.35,61.3,30.06
24.38,61.5,30.31
24.12,61.6,31.07
24.25,61.1,31.18
24.13,61.5,30.46
23.9,61.8,30.03
24.04,61.6,30.46
24.12,61.4,31.55
24.03,61.6,31.0
24.07,61.5,30.78
24.09,61.6,30.98
24.09,60.8,31.27
24.11,60.9,29.92
23.94,61.7,30.3
23.99,60.9,30.24
23.91,61.5,30.79
24.25,61.3,30.58
23.78,61.1,30.88
24.27,61.5,30.25
24.31,61.5,31.19
24.05,62.0,30.47
23.71,61.2,30.85
24.05,61.8,31.1
24.09,61.5,31.06
23.95,61.2,30.68
24.02,61.6,30.91
24.33,61.6,31.37
24.2,61.4,30.76
23.96,61.5,30.14
23.86,61.2,30.79
